Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2024-01-01 00:00:00,137.38,170.91,39.17,19.4,58.57,,,0.83,33.45,,,,,,,,,,,,0.0,,,
2024-01-01 00:15:00,127.32,173.55,38.9,19.34,58.23,,,0.82,33.32,,,,,,,,,,,,0.0,,,
2024-01-01 00:30:00,127.08,190.31,38.97,19.2,58.17,,,0.82,33.5,,,,,,,,,,,,0.0,,,
2024-01-01 00:45:00,125.89,210.68,39.23,19.33,58.57,,,0.83,33.46,,,,,,,,,,,,0.0,,,
2024-01-01 01:00:00,124.16,218.51,38.81,19.19,58.0,,,0.83,33.81,,,,,,,,,,,,0.0,,,
2024-01-01 01:15:00,125.35,205.86,39.28,19.48,58.77,,,0.82,33.97,,,,,,,,,,,,0.0,,,
2024-01-01 01:30:00,129.76,202.92,38.88,19.27,58.14,,,0.81,34.25,,,,,,,,,,,,0.0,,,
2024-01-01 01:45:00,127.21,201.28,39.31,19.29,58.59,,,0.81,34.01,,,,,,,,,,,,0.0,,,
2024-01-01 02:00:00,119.58,191.26,39.65,19.46,59.12,,,0.81,33.95,,,,,,,,,,,,0.0,,,
2024-01-01 02:15:00,115.45,178.46,39.36,19.23,58.59,,,0.81,33.38,,,,,,,,,,,,0.0,,,
2024-01-01 02:30:00,115.36,175.79,40.52,19.46,59.98,,,0.81,33.81,,,,,,,,,,,,0.0,,,
2024-01-01 02:45:00,111.22,178.12,40.15,19.47,59.62,,,0.81,35.08,,,,,,,,,,,,0.0,,,
2024-01-01 03:00:00,109.53,171.11,40.51,19.61,60.12,,,0.8,37.93,,,,,,,,,,,,0.0,,,
